regulatoryGene,targetGene,weight,cor,p.adj,log10padj
FBgn0005596,FBgn0036177,0.0125437161020344,0.731725032934236,0.0390791692393658,-1.4080546772612
FBgn0039213,FBgn0265064,0.0120605204478916,0.687343124045343,0.0596119709152525,-1.22466651911217
FBgn0013435,FBgn0264473,0.0109082055425493,0.657590079988413,0.0763550345718767,-1.1171623218728
FBgn0003372,FBgn0036343,0.0102805298837921,0.725385931441745,0.0416959395337115,-1.3799062357688
FBgn0036980,FBgn0086066,0.0102612395511134,0.62842374821841,0.095170913348485,-1.02149576277529
FBgn0037275,FBgn0263018,0.010028999277455,0.728942964763835,0.0402149195294969,-1.39561279598868
FBgn0033668,FBgn0259969,0.00977213128163972,0.707597079775553,0.0495957539619503,-1.30455550314345
FBgn0267053,FBgn0040784,0.00975606572931235,0.738035437811339,0.0365760003324747,-1.43680378733709
FBgn0033888,FBgn0266823,0.00966173537234043,0.635404157599381,0.0904483551137217,-1.04359932677575
FBgn0267165,FBgn0265696,0.00958037259740967,0.942541621811136,0.000454040061451897,-3.34290582621798
FBgn0046887,FBgn0267143,0.00952706550299277,0.931230852021703,0.000771698742724434,-3.11255220731553
FBgn0033860,FBgn0037498,0.00942023189146637,0.978620519096073,2.40403928592992e-05,-4.61905843952988
FBgn0000158,FBgn0052718,0.00939745196402753,0.773677193287512,0.0242850226261419,-1.61466148756241
FBgn0024332,FBgn0086519,0.00927959128127388,0.889855413277247,0.00307075277309196,-2.5127551472834
FBgn0033710,FBgn0266682,0.0092549418818724,0.620167791799434,0.100935833575019,-0.995954626021226
FBgn0010113,FBgn0032839,0.0091767173571054,0.646240524762198,0.0833911553288469,-1.07888000926121
FBgn0036750,FBgn0032375,0.00911576979996018,0.727197209405518,0.0409377258106331,-1.38787628710893
FBgn0045468,FBgn0267274,0.00898608910944571,0.69246322508719,0.0569756331891185,-1.24431083966207
FBgn0259187,FBgn0267274,0.00898608910944571,0.741661417763523,0.0351831469817124,-1.45366531736102
FBgn0067628,FBgn0036176,0.00892358893031788,0.715110774741116,0.0461580024196292,-1.33575299441264
