regulatoryGene	targetGene	weight
FBgn0259977	FBgn0085786	0.00708199374985948
FBgn0263873	FBgn0031253	0.00707492714992179
FBgn0010385	FBgn0031273	0.00707259876522002
FBgn0000032	FBgn0263767	0.00706785130897548
FBgn0038090	FBgn0263767	0.00706785130897548
FBgn0259979	FBgn0263767	0.00706785130897548
FBgn0010097	FBgn0263767	0.00706785130897548
FBgn0032193	FBgn0265963	0.00706674142261915
FBgn0052437	FBgn0265963	0.00706674142261915
FBgn0265366	FBgn0265963	0.00706674142261915
FBgn0038431	FBgn0050299	0.00706237493378404
FBgn0034326	FBgn0030832	0.00705929808172736
FBgn0052437	FBgn0030832	0.00705929808172736
FBgn0014022	FBgn0030832	0.00705929808172736
FBgn0031431	FBgn0030832	0.00705929808172736
FBgn0267488	FBgn0264261	0.00705132758099036
FBgn0039246	FBgn0263409	0.00705108114320368
FBgn0011205	FBgn0263409	0.00705108114320368
FBgn0027950	FBgn0265075	0.00704982148209156
FBgn0053017	FBgn0030522	0.00704981509529063
FBgn0013708	FBgn0051885	0.00704926369010619
FBgn0037435	FBgn0029946	0.00704231174803418
FBgn0054043	FBgn0010294	0.00704209608548881
FBgn0021995	FBgn0010294	0.00704209608548881
FBgn0264482	FBgn0033591	0.00703813121528487
FBgn0037014	FBgn0011958	0.00703439028922538
FBgn0027553	FBgn0011958	0.00703439028922538
FBgn0082988	FBgn0263657	0.00703219181140331
FBgn0267912	FBgn0263657	0.00703219181140331
FBgn0014076	FBgn0263657	0.00703219181140331
FBgn0027081	FBgn0263657	0.00703219181140331
FBgn0032924	FBgn0265469	0.00702858391359893
FBgn0034517	FBgn0265469	0.00702858391359893
FBgn0036950	FBgn0265469	0.00702858391359893
FBgn0034986	FBgn0035788	0.00702641524812732
FBgn0028581	FBgn0034223	0.00702485624764323
FBgn0030221	FBgn0034223	0.00702485624764323
FBgn0032189	FBgn0266955	0.00702075021730893
FBgn0265667	FBgn0266955	0.00702075021730893
FBgn0266990	FBgn0266955	0.00702075021730893
FBgn0030993	FBgn0267300	0.00701879061039806
FBgn0039405	FBgn0030911	0.0070176090208948
FBgn0265639	FBgn0030911	0.0070176090208948
FBgn0001138	FBgn0265889	0.00701543395470034
FBgn0032054	FBgn0265889	0.00701543395470034
FBgn0259963	FBgn0265889	0.00701543395470034
FBgn0265138	FBgn0030905	0.00700653937386066
FBgn0030098	FBgn0030905	0.00700653937386066
FBgn0013697	FBgn0263995	0.00700236389125675
FBgn0030067	FBgn0039768	0.00700214365325673
FBgn0267798	FBgn0267748	0.00700126770737919
FBgn0033879	FBgn0031409	0.0070011959518187
FBgn0032209	FBgn0026753	0.0069922846068336
FBgn0039778	FBgn0267957	0.00698850776394877
FBgn0044046	FBgn0267957	0.00698850776394877
FBgn0050181	FBgn0036712	0.00698308534837375
FBgn0263471	FBgn0036712	0.00698308534837375
FBgn0036111	FBgn0032065	0.00697875350597094
