regulatoryGene,targetGene,weight,cor,p.adj,log10padj
FBgn0039636,FBgn0020376,0.0130625508544942,0.69651370404552,0.0549402691738254,-1.26010921713204
FBgn0267474,FBgn0085570,0.0120360198791804,0.544551300429486,0.16285857525965,-0.788189368877448
FBgn0032210,FBgn0266955,0.0117012503621816,0.544990359109247,0.162451464929753,-0.789276367987576
FBgn0085479,FBgn0267191,0.0110093770932185,0.680624408057983,0.0631796583419587,-1.19942272696843
FBgn0032972,FBgn0265895,0.0101920637796702,0.669207902110769,0.0695259943418411,-1.15785279125795
FBgn0038452,FBgn0039577,0.00999950157330797,0.860055420064188,0.00615282485547093,-2.21092544723687
FBgn0037100,FBgn0041186,0.00996307934379252,-0.773838093860237,0.0242364384030572,-1.61553120032856
FBgn0032677,FBgn0264840,0.00988227582524395,0.473150722826464,0.236356059237412,-0.626433259620251
FBgn0035998,FBgn0085318,0.00984856073124292,0.698895846944843,0.0537638645743657,-1.26950952152046
FBgn0031504,FBgn0265882,0.00984852037705764,0.824486642326311,0.0117998822487309,-1.92812232650587
FBgn0264943,FBgn0002855,0.00980448171354066,0.882644250430539,0.00369336834247379,-2.4325773776654
FBgn0035285,FBgn0267681,0.00949517325345662,0.370744083874315,0.365927204254251,-0.436605302406467
FBgn0263143,FBgn0265963,0.00942232189682554,0.691083195823263,0.0576792153853702,-1.23898065598838
FBgn0014022,FBgn0263409,0.00940144152427158,0.330509140540715,0.423945919225203,-0.372689540765922
FBgn0028868,FBgn0029700,0.00936652398163568,0.975258769039632,3.71629435776191e-05,-4.42988989400867
FBgn0035293,FBgn0266955,0.00936100028974525,0.492025089589813,0.215531562413391,-0.666489122819867
FBgn0267081,FBgn0267957,0.0093180103519317,0.447223182877005,0.266558198650933,-0.574207955142016
FBgn0032101,FBgn0036712,0.00931078046449833,0.449616804554447,0.263693607957104,-0.578900397558115
FBgn0036837,FBgn0036712,0.00931078046449833,0.484700972793736,0.223494919884693,-0.650732344080678
FBgn0267658,FBgn0267191,0.00917448091101546,0.88319148256388,0.00364350085717922,-2.43848112396596
FBgn0053855,FBgn0052983,0.00916890431593425,0.92945335804414,0.000831960093731248,-3.07989750482461
FBgn0032598,FBgn0265717,0.00909435914785602,0.368405915166844,0.369195454458276,-0.432743654655445
FBgn0002525,FBgn0085300,0.00909327097947519,0.509214438861421,0.197432533116227,-0.70458128232139
FBgn0013272,FBgn0052986,0.00907875565095555,0.745761496209161,0.0336478051543705,-1.4730432595361
FBgn0030738,FBgn0028935,0.00907203477201517,0.558697484524413,0.150020641706619,-0.823848981194156
FBgn0036094,FBgn0000591,0.00904431715405487,0.594782142542044,0.119886533393895,-0.921229597561557
FBgn0265895,FBgn0000591,0.00904431715405487,1,2.2250738585072e-308,-307.652655568589
FBgn0053348,FBgn0260643,0.00901810052858949,0.816826207101911,0.0133314034418494,-1.87512412853308
FBgn0267390,FBgn0037577,0.00899107312094824,0.709285940694478,0.0488100712577998,-1.31149055831671
FBgn0016660,FBgn0267612,0.00896765237055732,0.463736163391177,0.247111075809371,-0.607107788571647
FBgn0259113,FBgn0266873,0.00891392655234269,0.927456762822261,0.000903227709247519,-3.04420274757921
FBgn0037220,FBgn0032385,0.00888868435758096,0.920638856737473,0.00117638360077382,-2.92945103834984
FBgn0259838,FBgn0034661,0.00887949645958777,0.56430535968581,0.145090941682661,-0.838359700588014
FBgn0038272,FBgn0032965,0.00886711987501583,0.499855963474025,0.20718319269735,-0.683645478728251
FBgn0011239,FBgn0028945,0.00876882616254895,0.753644080576995,0.0308129780244741,-1.51126632579554
FBgn0032700,FBgn0036872,0.00876424189307625,0.8540788939015,0.00694243650663148,-2.15848808348202
FBgn0032644,FBgn0042187,0.00876194397952543,0.545782168906768,0.161718671889115,-0.791239833957193
FBgn0037561,FBgn0261699,0.00867747378257466,0.558109875325182,0.150542437623405,-0.822341056032429
FBgn0025360,FBgn0085318,0.00864751673962793,0.597793916860435,0.117541281094275,-0.929809580176475
FBgn0037561,FBgn0265752,0.00864686094883745,0.516633555995919,0.189878486801048,-0.72152423796365
FBgn0034346,FBgn0265593,0.00861836426762603,0.687938237809962,0.0593018934451246,-1.22693143986269
FBgn0029733,FBgn0085506,0.00855876423968356,-0.745435404397396,0.0337683835197985,-1.47148972838544
FBgn0030752,FBgn0028945,0.00846502715963687,0.633689173307585,0.0915957688597823,-1.03812458750344
FBgn0000928,FBgn0265801,0.00843328334360617,0.475898958037253,0.233262464330139,-0.632155140528211
FBgn0003890,FBgn0039768,0.00840257238390808,0.631148216880674,0.0933111818684493,-1.03006630981424
FBgn0039378,FBgn0046698,0.00838541854990111,1,2.2250738585072e-308,-307.652655568589
FBgn0266565,FBgn0046698,0.00838541854990111,0.961295743038904,0.000140774283278252,-3.85147667509754
FBgn0266009,FBgn0033589,0.00838043971719844,0.826492565971084,0.0114181841452474,-1.94240295724631
FBgn0051612,FBgn0264480,0.00837086126187957,0.802861761672325,0.0164334097147566,-1.78427231686514
FBgn0038931,FBgn0262895,0.00835404699846069,0.661708388074641,0.073891223718029,-1.13140714099859
FBgn0266400,FBgn0032280,0.00831648112672712,0.907782910016363,0.00182743825524489,-2.738157287891
FBgn0038860,FBgn0265062,0.00830609291679411,0.714869223329885,0.0462662091422961,-1.33473608329734
FBgn0265608,FBgn0266834,0.00829723600543939,0.964807134226399,0.000106113276089539,-3.97423027706256
FBgn0267574,FBgn0002734,0.00825967066077806,-0.921355432560996,0.00114543757158295,-2.94102857566346
FBgn0051245,FBgn0051609,0.0082490424105908,0.767819394575202,0.026095054911468,-1.58344178492761
FBgn0266400,FBgn0038458,0.00822773737783527,0.911405280138122,0.00162498859898651,-2.78914968170949
FBgn0266565,FBgn0038458,0.00822773737783527,0.961295743038904,0.000140774283278252,-3.85147667509754
FBgn0030836,FBgn0267610,0.00821114359013713,0.883196332836826,0.00364306082086112,-2.43853357815587
FBgn0266904,FBgn0264471,0.00819944099046168,0.76001660921845,0.0286322422708667,-1.54314463983266
FBgn0038416,FBgn0053244,0.00819608138360439,0.795744461164823,0.0181737424512489,-1.74055563083363
FBgn0034565,FBgn0267677,0.00813635700593912,0.754293357708056,0.0305862757712365,-1.51447340011459
FBgn0266936,FBgn0050206,0.00813470278123879,-0.707803579927616,0.0494992818848497,-1.30540110158581
FBgn0265374,FBgn0083035,0.00812162122159562,0.968709732047396,7.48031310956638e-05,-4.12608022313675
FBgn0085570,FBgn0039378,0.00811197430877776,0.924470741373691,0.00101707668240537,-2.99264630224928
FBgn0053082,FBgn0262611,0.00810606585162632,0.653407958793173,0.078905607770756,-1.10289213066446
