regulatoryGene,targetGene,cor,p.adj
FBgn0051940,FBgn0002629,1,2.2250738585072e-308
FBgn0266074,FBgn0264264,0.999437542239467,4.44658426125296e-10
FBgn0266114,FBgn0036346,1,2.2250738585072e-308
FBgn0261582,FBgn0266959,0.992914483899068,8.84593430960506e-07
FBgn0037498,FBgn0085692,1,2.2250738585072e-308
FBgn0053906,FBgn0263084,1,2.2250738585072e-308
FBgn0033600,FBgn0036089,1,2.2250738585072e-308
FBgn0065055,FBgn0263246,0.999661872326252,9.66211087638051e-11
FBgn0004554,FBgn0266905,0.996639178312567,9.46631796169589e-08
FBgn0040487,FBgn0266905,1,2.2250738585072e-308
FBgn0263388,FBgn0035299,1,2.2250738585072e-308
FBgn0030929,FBgn0038888,0.998991661493664,2.56112379265831e-09
FBgn0035299,FBgn0036871,1,2.2250738585072e-308
FBgn0028945,FBgn0034560,1,2.2250738585072e-308
FBgn0267068,FBgn0032072,1,2.2250738585072e-308
FBgn0020280,FBgn0039079,1,2.2250738585072e-308
FBgn0034580,FBgn0267411,0.995420462409414,2.39283110632449e-07
FBgn0036833,FBgn0267120,0.999640357613221,1.16261379536357e-10
FBgn0000276,FBgn0265870,0.996439063304922,1.12582833033656e-07
FBgn0266152,FBgn0034667,1,2.2250738585072e-308
FBgn0032090,FBgn0032965,0.991660298579896,1.4410237180427e-06
FBgn0267423,FBgn0032965,1,2.2250738585072e-308
FBgn0029964,FBgn0036639,1,2.2250738585072e-308
FBgn0034667,FBgn0267492,1,2.2250738585072e-308
FBgn0015838,FBgn0266152,0.995342101961843,2.51762781952025e-07
FBgn0266152,FBgn0265383,1,2.2250738585072e-308
FBgn0265911,FBgn0265424,1,2.2250738585072e-308
FBgn0031430,FBgn0265424,1,2.2250738585072e-308
FBgn0265812,FBgn0259845,1,2.2250738585072e-308
FBgn0041103,FBgn0053283,1,2.2250738585072e-308
FBgn0020644,FBgn0038125,0.993707152012415,6.20054350782483e-07
FBgn0031621,FBgn0039659,1,2.2250738585072e-308
FBgn0053899,FBgn0053895,1,2.2250738585072e-308
FBgn0036327,FBgn0267068,1,2.2250738585072e-308
FBgn0054028,FBgn0267417,1,2.2250738585072e-308
FBgn0267681,FBgn0011865,1,2.2250738585072e-308
FBgn0267423,FBgn0011863,1,2.2250738585072e-308
FBgn0266834,FBgn0266050,1,2.2250738585072e-308
FBgn0267492,FBgn0262536,0.998918201776343,3.16246967431191e-09
FBgn0053272,FBgn0267748,0.99933350177744,7.39809455369614e-10
FBgn0263657,FBgn0267748,0.99270791381406,9.64089087860203e-07
FBgn0054029,FBgn0263341,1,2.2250738585072e-308
FBgn0052273,FBgn0038345,1,2.2250738585072e-308
FBgn0050058,FBgn0085264,1,2.2250738585072e-308
FBgn0037987,FBgn0264264,0.998293814934174,1.24011657285846e-08
FBgn0267214,FBgn0036950,1,2.2250738585072e-308
FBgn0013300,FBgn0030577,1,2.2250738585072e-308
FBgn0262989,FBgn0037038,0.992026638684263,1.25968982899297e-06
FBgn0032435,FBgn0051821,0.991786390512545,1.37677497820819e-06
FBgn0262807,FBgn0263649,1,2.2250738585072e-308
FBgn0262881,FBgn0039666,0.990317059567842,2.25321429541271e-06
FBgn0051709,FBgn0036131,1,2.2250738585072e-308
FBgn0264263,FBgn0039576,1,2.2250738585072e-308
FBgn0264263,FBgn0034427,1,2.2250738585072e-308
FBgn0267214,FBgn0085303,1,2.2250738585072e-308
FBgn0039585,FBgn0263657,1,2.2250738585072e-308
