regulatoryGene,targetGene,cor,p.adj
FBgn0054049,FBgn0035299,1,2.2250738585072e-308
FBgn0266853,FBgn0036346,0.994266964456052,4.69055968620767e-07
FBgn0039087,FBgn0029770,1,2.2250738585072e-308
FBgn0036459,FBgn0052273,1,2.2250738585072e-308
FBgn0053333,FBgn0259861,1,2.2250738585072e-308
FBgn0266841,FBgn0265733,1,2.2250738585072e-308
FBgn0032664,FBgn0263327,0.990004819413242,2.4777107109951e-06
FBgn0266378,FBgn0036112,1,2.2250738585072e-308
FBgn0262944,FBgn0264885,1,2.2250738585072e-308
FBgn0266823,FBgn0266821,1,2.2250738585072e-308
FBgn0053893,FBgn0267738,1,2.2250738585072e-308
FBgn0266443,FBgn0031331,1,2.2250738585072e-308
FBgn0053899,FBgn0261681,1,2.2250738585072e-308
FBgn0085748,FBgn0267009,1,2.2250738585072e-308
FBgn0267639,FBgn0032462,0.999793536079049,2.19991179846028e-11
FBgn0026175,FBgn0267004,1,2.2250738585072e-308
FBgn0053238,FBgn0262025,1,2.2250738585072e-308
FBgn0031026,FBgn0053858,0.992340707565281,1.11688336357638e-06
FBgn0031720,FBgn0032868,1,2.2250738585072e-308
FBgn0041238,FBgn0267418,0.99312452125434,8.08363424151053e-07
FBgn0262486,FBgn0053240,1,2.2250738585072e-308
FBgn0266003,FBgn0262536,1,2.2250738585072e-308
FBgn0053245,FBgn0085202,1,2.2250738585072e-308
FBgn0265372,FBgn0011921,1,2.2250738585072e-308
FBgn0035555,FBgn0260393,0.996308188477894,1.25445559787926e-07
FBgn0036499,FBgn0053242,1,2.2250738585072e-308
FBgn0266169,FBgn0034661,1,2.2250738585072e-308
FBgn0266169,FBgn0266850,0.995625201074211,2.08635517711848e-07
FBgn0085190,FBgn0052053,0.999726027910541,5.14007826361606e-11
FBgn0050073,FBgn0050072,1,2.2250738585072e-308
FBgn0051946,FBgn0034441,0.992409147149897,1.08726632611886e-06
FBgn0266027,FBgn0082990,0.999746051389948,4.09350013471729e-11
FBgn0051380,FBgn0040816,0.991030229920307,1.7920812892836e-06
FBgn0037964,FBgn0032968,1,2.2250738585072e-308
FBgn0038656,FBgn0034671,1,2.2250738585072e-308
FBgn0266882,FBgn0266959,1,2.2250738585072e-308
FBgn0037498,FBgn0052273,0.990118378462161,2.39442054538053e-06
FBgn0020880,FBgn0053702,1,2.2250738585072e-308
FBgn0036799,FBgn0036793,1,2.2250738585072e-308
