regulatoryGene,targetGene,cor,p.adj
FBgn0053496,FBgn0267274,0.961471173378654,0.000138887254865026
FBgn0038658,FBgn0028847,0.962173579250726,0.0001314990681851
FBgn0267539,FBgn0266074,1,2.2250738585072e-308
FBgn0038033,FBgn0262961,0.95914672379924,0.000165279100466641
FBgn0031407,FBgn0051702,0.956503442976319,0.000199080196058205
FBgn0053773,FBgn0030386,0.999781336295247,2.613357887572e-11
FBgn0053511,FBgn0265951,0.983273382672154,1.15531432683113e-05
FBgn0039818,FBgn0265551,0.950403807314735,0.000293757384996667
FBgn0030162,FBgn0265899,0.982160856052338,1.40033920467013e-05
FBgn0038186,FBgn0011555,0.96184610011174,0.000134910463185256
FBgn0261582,FBgn0032276,0.998307018444102,1.21156044493638e-08
FBgn0031335,FBgn0267096,0.96420242411833,0.000111626481740494
FBgn0082585,FBgn0029703,0.954604838338883,0.000225976845288859
FBgn0051406,FBgn0033369,0.978594884226426,2.4126505462643e-05
FBgn0030208,FBgn0051797,0.960503784655522,0.000149503732650724
FBgn0040648,FBgn0262616,0.978478001767072,2.45217293088782e-05
FBgn0266773,FBgn0032632,0.983054739593074,1.20101629159054e-05
FBgn0035923,FBgn0064766,0.95650693685015,0.000199032755982161
FBgn0262944,FBgn0266114,0.999816717418894,1.53901865653001e-11
FBgn0265721,FBgn0085457,0.958701409454635,0.000170685173904089
FBgn0038887,FBgn0020280,0.951876503973965,0.00026866018497983
FBgn0036888,FBgn0261682,0.954760153657227,0.00022369177080656
FBgn0260230,FBgn0051406,0.985925525010901,6.89669378870796e-06
FBgn0265715,FBgn0031039,0.964264098867569,0.000111055721693248
FBgn0015300,FBgn0037940,0.950607742593667,0.000290193713002109
FBgn0261616,FBgn0266816,0.983444434794813,1.12037619629254e-05
FBgn0265870,FBgn0036089,1,2.2250738585072e-308
FBgn0025573,FBgn0038332,-0.959338033860645,0.000162991744251966
FBgn0085200,FBgn0038888,0.956539233238531,0.000198594585979886
FBgn0267417,FBgn0260969,0.977851524860631,2.67134012547948e-05
FBgn0039797,FBgn0265196,0.950643698813198,0.0002895683607123
FBgn0034842,FBgn0029816,0.981593651098048,1.53754642879309e-05
FBgn0038356,FBgn0036609,1,2.2250738585072e-308
FBgn0265895,FBgn0035971,0.995175418636461,2.79734555827697e-07
FBgn0085233,FBgn0262982,1,2.2250738585072e-308
FBgn0261286,FBgn0002629,0.984085397219209,9.9570162124698e-06
FBgn0003377,FBgn0266152,0.951451123572055,0.000275758186014142
FBgn0262099,FBgn0033720,0.995281716766085,2.61669990085638e-07
FBgn0033278,FBgn0267120,0.992088978099229,1.23043141479482e-06
FBgn0011694,FBgn0267946,1,2.2250738585072e-308
FBgn0035299,FBgn0262572,1,2.2250738585072e-308
FBgn0263442,FBgn0034671,0.978890002129049,2.31474467421015e-05
FBgn0259185,FBgn0063127,0.951374037234716,0.000277057531482893
FBgn0004197,FBgn0264261,0.981903466745188,1.46154774192676e-05
FBgn0267218,FBgn0030386,0.969400440032846,6.99946607543693e-05
FBgn0267192,FBgn0036289,-0.957623645823002,0.000184248778452527
FBgn0051851,FBgn0265591,1,2.2250738585072e-308
FBgn0011694,FBgn0263341,1,2.2250738585072e-308
FBgn0263382,FBgn0267218,0.961166519823834,0.000142175050577966
FBgn0053283,FBgn0032645,1,2.2250738585072e-308
FBgn0261808,FBgn0032645,0.954196343716178,0.000232060097868174
FBgn0040723,FBgn0051041,0.965887864114026,9.67138999504065e-05
FBgn0011880,FBgn0039792,0.966696664992076,9.00517010493353e-05
FBgn0263409,FBgn0263388,0.9593713804609,0.00016259519283981
FBgn0039441,FBgn0264296,0.953938958573446,0.000235947883192462
FBgn0266004,FBgn0032365,1,2.2250738585072e-308
FBgn0263761,FBgn0037910,0.991832380143519,1.35382454656901e-06
FBgn0266003,FBgn0015008,1,2.2250738585072e-308
FBgn0264748,FBgn0267996,0.950287956134829,0.000295794594692339
FBgn0004197,FBgn0034819,0.981903466745188,1.46154774192676e-05
FBgn0261706,FBgn0265608,0.986789416122859,5.70680598975673e-06
FBgn0050067,FBgn0038901,0.996986013430325,6.82938679564347e-08
FBgn0033526,FBgn0011694,0.975115413738417,3.78085799763983e-05
FBgn0035886,FBgn0036807,0.950341929582408,0.000294844334461911
FBgn0260953,FBgn0033369,0.956221975927848,0.000202926508058787
FBgn0023181,FBgn0003009,0.965315006221967,0.000101624437974403
FBgn0037036,FBgn0052987,0.950681725918234,0.000288907957069039
FBgn0283429,FBgn0020509,0.95157025118203,0.000273758103923539
FBgn0263992,FBgn0265889,1,2.2250738585072e-308
