regulatoryGene,targetGene,weight,cor,p.adj,log10padj
FBgn0037433,FBgn0053710,0.0113386557899151,0.632470013352236,0.092416536940067,-1.03425030952428
FBgn0266197,FBgn0266198,0.0113240795256349,0.830090425229482,0.0107533244715721,-1.9684572495665
FBgn0030499,FBgn0265897,0.0107342497427896,0.86349483527423,0.00572572581162011,-2.2421694529179
FBgn0261705,FBgn0265582,0.0107224911730579,0.58675177018894,0.126267580972694,-0.89870813964219
FBgn0035109,FBgn0036176,0.0106917373736534,0.782525091200589,0.0217022026122313,-1.66349618625317
FBgn0050272,FBgn0037987,0.0103304115580333,0.722243016732178,0.0430316691223587,-1.36621180807568
FBgn0038714,FBgn0041248,0.0102396895494783,0.838053547626425,0.00937036097901914,-2.02824367825028
FBgn0267987,FBgn0263409,0.0101965296567897,0.80818481277865,0.0152028036457096,-1.81807631366177
FBgn0053867,FBgn0040784,0.0101850581642176,0.837109131221628,0.00952809689358057,-2.02099383505452
FBgn0003076,FBgn0040365,0.0101756638507547,0.794677011185054,0.0184442594721962,-1.73413877679364
FBgn0039459,FBgn0086066,0.01000520340825,0.765762826241689,0.026749700743269,-1.57268107219505
FBgn0030429,FBgn0033248,0.00998352607017872,0.759409785517241,0.028835668774832,-1.54006997170753
FBgn0035742,FBgn0030221,0.00988431150471951,0.742210289046714,0.0349751813783896,-1.45624002461513
FBgn0259193,FBgn0264722,0.00986916309496955,0.691591998315223,0.0574192122391684,-1.24094277008627
FBgn0039002,FBgn0037498,0.00981651985126789,0.864080334558619,0.00565497126821243,-2.24756959729706
FBgn0029727,FBgn0036176,0.00974136071821753,0.770709759207954,0.0251918821489174,-1.59873938405596
FBgn0030574,FBgn0051228,0.00971116244133451,0.797103383015764,0.0178329673921054,-1.74877638454254
FBgn0053496,FBgn0267274,0.00967897351428149,0.961471173378654,0.000138887254865026,-3.85733760592366
FBgn0031883,FBgn0266985,0.00967474279866368,0.740087812068406,0.0357835635479009,-1.44631641189258
FBgn0266549,FBgn0050238,0.00965538106410252,0.802009169571979,0.0166361221457911,-1.77894789961702
FBgn0000014,FBgn0278600,0.00964625876431682,0.837042895016467,0.00953922243179883,-2.02048702438834
FBgn0027599,FBgn0011890,0.00963577656413804,0.773763380848233,0.0242589906361229,-1.61512727314305
FBgn0264980,FBgn0051933,0.00958856216293902,0.820198933331904,0.0126425676399294,-1.89816471413841
FBgn0039505,FBgn0259969,0.00957075627328134,0.750693848350085,0.0318560713215133,-1.49680778498791
FBgn0030013,FBgn0261994,0.00956022944550669,0.507782510066281,0.198908450761523,-0.701346765185608
FBgn0023169,FBgn0031786,0.00954502369024344,0.7164332637624,0.0455682816075794,-1.34133734847301
FBgn0015320,FBgn0040338,0.009386104096364,0.547690575936584,0.159959911963164,-0.795988843560286
FBgn0034232,FBgn0003076,0.00925479668722193,0.819576808928792,0.0127678973267327,-1.8938806183659
FBgn0085197,FBgn0267592,0.0092341172153345,0.798519532381213,0.0174821244828776,-1.75740579166005
FBgn0031733,FBgn0265592,0.00923221184493637,0.754450794243919,0.0305314599794262,-1.51525242774037
FBgn0000499,FBgn0029552,0.00922889257097061,0.925647925468127,0.000971138209584468,-3.01271895815741
FBgn0039777,FBgn0266231,0.00915997232687163,0.916216819099067,0.00137947289949932,-2.86028682705396
FBgn0003890,FBgn0038204,0.00907097352712088,0.597024241091314,0.118138136791979,-0.927609882871697
FBgn0035000,FBgn0051228,0.00903694897951958,0.85401002824924,0.00695189202611245,-2.15789698178777
FBgn0036257,FBgn0267321,0.00899421768834432,0.666740904093229,0.0709447005015502,-1.14908004036004
FBgn0263466,FBgn0267134,0.00896937595951985,0.426311826638155,0.292233242954324,-0.53427038247961
FBgn0008646,FBgn0086037,0.00892394349904704,0.647171811492597,0.0828001531675842,-1.08196885983619
FBgn0034483,FBgn0266816,0.00888295977643126,0.946364771059048,0.000370385885338617,-3.43134557176427
FBgn0039519,FBgn0265749,0.00887350148962611,0.763375770133912,0.0275221488840947,-1.5603176601142
FBgn0029768,FBgn0261806,0.00885739592559787,0.570222117938077,0.139988058168385,-0.853909010698749
FBgn0263240,FBgn0265754,0.0088092403032333,0.577467347535789,0.133877050711932,-0.873293863640538
FBgn0033993,FBgn0266114,0.00880832750877752,0.687958373651641,0.0592914187248565,-1.22700815773389
FBgn0266260,FBgn0263761,0.00880615448307067,0.826283677538016,0.0114575627855399,-1.94090775421507
FBgn0033731,FBgn0051245,0.00879333243872402,0.474482276107113,0.234854574121742,-0.629200976905101
FBgn0031283,FBgn0034423,0.00876988081736477,0.825480593234134,0.0116097559112758,-1.93517691096775
FBgn0039454,FBgn0028900,0.00873962169923216,0.662693900219741,0.0733086554497466,-1.13484474579347
FBgn0052369,FBgn0266412,0.00868878899954796,0.674715977565989,0.0664192537924619,-1.17770600792518
FBgn0266455,FBgn0029946,0.00868840116740062,0.83540358075269,0.0098172074374638,-2.00801203227178
FBgn0030525,FBgn0032520,0.00865567448501347,0.876994809243148,0.0042340812299693,-2.37324081438722
FBgn0263333,FBgn0265625,0.00865272070465174,0.900038989483414,0.00231361187405078,-2.63570949546894
FBgn0260859,FBgn0030509,0.00865249851730779,0.570018892113406,0.140161654121668,-0.853370785807317
FBgn0266396,FBgn0266780,0.00859036243148163,0.811523711084562,0.0144613714215947,-1.83979051944891
FBgn0261555,FBgn0265051,0.00857412707599357,0.892381145586834,0.00286995865772571,-2.54212435931162
FBgn0038658,FBgn0028847,0.00856635827003741,0.962173579250726,0.0001314990681851,-3.88107732461531
FBgn0033248,FBgn0261060,0.00852424640764059,0.750549531367666,0.0319076441181325,-1.49610526049674
FBgn0001269,FBgn0033650,0.0084952011781518,0.758471178979275,0.0291520684003589,-1.53533062570793
FBgn0020617,FBgn0262996,0.00848919741133014,0.785373095880938,0.0209089301007184,-1.67966818924077
FBgn0033969,FBgn0051703,0.00848670694522391,0.474305989518862,0.235053077608915,-0.628834058111895
FBgn0266262,FBgn0085521,0.00847616504433643,0.675157095606057,0.0661740714795183,-1.17931214378031
FBgn0010774,FBgn0029809,0.00846937802302566,-0.86281166577326,0.00580899733558006,-2.23589882272211
FBgn0035544,FBgn0259969,0.00846643824174888,0.744563527632091,0.0340920735608465,-1.46734658314639
FBgn0033569,FBgn0265064,0.00846544441365456,0.771121103521847,0.0250649434201933,-1.60093327139506
FBgn0052226,FBgn0267007,0.00840962099747679,0.580903406485436,0.131031870603331,-0.882623058972183
FBgn0262516,FBgn0267274,0.00838844371237729,0.800948099770644,0.0168905815790739,-1.77235539647789
FBgn0265318,FBgn0036310,0.00837957200204331,0.603470974885291,0.113191635582885,-0.946185664617819
FBgn0038695,FBgn0265712,0.00836920133907221,0.60187664343193,0.114403808547823,-0.941559517468069
FBgn0039719,FBgn0004183,0.00835981868232291,0.650293497958709,0.0808369414292926,-1.09239012694186
FBgn0032755,FBgn0265156,0.00833690391859152,0.626979228225228,0.0961655329768317,-1.01698055706994
FBgn0032329,FBgn0032188,0.00833393544763029,0.619240264693248,0.101595679717938,-0.993124759715021
FBgn0030347,FBgn0266150,0.00833283733111124,0.776235316003265,0.0235197181944044,-1.62856788613962
FBgn0034712,FBgn0264516,0.00831379964127014,0.697713755542403,0.0543457273594482,-1.26483459430364
FBgn0028687,FBgn0264870,0.00830293543910758,0.70568493583517,0.0504944349270192,-1.29675648353809
FBgn0263802,FBgn0265700,0.00830055297973071,0.684849113179637,0.0609219317296264,-1.21522633438694
