"gene1","gene2","cor","p.adj","log10padj"
"FBgn0034709","FBgn0039155",0.99095205344351,1.83923959693489e-06,-5.73536169172507
"FBgn0039480","FBgn0039805",0.990600316959534,2.06164040612212e-06,-5.68578708262949
"FBgn0033730","FBgn0040817",0.990154179571154,2.36855358426653e-06,-5.62551678569303
"FBgn0050025","FBgn0050031",0.999907539125004,1.97598611643348e-12,-11.704216111154
"FBgn0051131","FBgn0051253",1,2.2250738585072e-308,-307.652655568589
"FBgn0038789","FBgn0053463",0.991544622041309,1.50169214672162e-06,-5.82341909042341
"FBgn0051084","FBgn0085320",0.993992381978653,5.39620048250791e-07,-6.26791192356102
"FBgn0260453","FBgn0260454",1,2.2250738585072e-308,-307.652655568589
"FBgn0033308","FBgn0260479",0.994417552172352,4.33105729786585e-07,-6.36340607071893
"FBgn0039155","FBgn0260479",0.995635690367609,2.07140032126713e-07,-6.68373596073171
"FBgn0039480","FBgn0260479",0.991055521293289,1.77699882180394e-06,-5.75031286014305
"FBgn0039805","FBgn0260479",0.994135241630555,5.02086035567845e-07,-6.29922185741507
"FBgn0085599","FBgn0260997",0.997263895438026,5.11030058655908e-08,-7.29155355402485
"FBgn0033936","FBgn0262364",-0.993078929958177,8.24522801831137e-07,-6.08379732962224
"FBgn0050025","FBgn0010358",0.999024230253938,2.32094137997218e-09,-8.63433582838342
"FBgn0050031","FBgn0010358",0.999506244957168,3.008249138992e-10,-9.52168619892852
"FBgn0050025","FBgn0010359",0.99998088600147,1.74577563374406e-14,-13.7580115723648
"FBgn0050031","FBgn0010359",0.999915474194505,1.50966445858016e-12,-11.8211195692501
"FBgn0010358","FBgn0010359",0.999123455137424,1.68258457021701e-09,-8.77402309800708
"FBgn0000337","FBgn0266577",0.997992038375244,2.0209332499649e-08,-7.69444803069581
"FBgn0037030","FBgn0266933",0.998110822681648,1.6832267677263e-08,-7.77385737104858
"FBgn0266691","FBgn0267985",0.991736359761078,1.4020344159593e-06,-5.85324132554357
"FBgn0033308","FBgn0014454",0.991593391688963,1.47591111637583e-06,-5.83093979619173
"FBgn0266925","FBgn0022702",0.991899805772216,1.32063911956785e-06,-5.87921584233423
"FBgn0033774","FBgn0031301",0.991503960934247,1.52341438287044e-06,-5.8171819484592
"FBgn0263442","FBgn0031758",1,2.2250738585072e-308,-307.652655568589
