"gene1","gene2","cor","p.adj","log10padj"
"FBgn0032269","FBgn0032471",0.99272241082298,9.58360995277603e-07,-6.01847087012214
"FBgn0031878","FBgn0032520",0.99308787915381,8.2133404774324e-07,-6.0854801734706
"FBgn0032065","FBgn0032650",0.995762932186488,1.89563678496062e-07,-6.72224487237694
"FBgn0032457","FBgn0032869",0.994308950311294,4.58840346484009e-07,-6.33833840096046
"FBgn0032269","FBgn0033285",0.992871736388826,9.00671747283567e-07,-6.04543346020649
"FBgn0032471","FBgn0033285",0.99537880317976,2.45865146143037e-07,-6.60930303250813
"FBgn0032360","FBgn0033287",0.992974672583942,8.62280576841559e-07,-6.06435139641767
"FBgn0033285","FBgn0033322",0.990676506526595,2.01202883713659e-06,-5.69636579910341
"FBgn0002865","FBgn0033330",0.991793450094168,1.37323531396622e-06,-5.86225503683421
"FBgn0032626","FBgn0033860",0.99056606360754,2.08420736687229e-06,-5.68105907337248
"FBgn0033279","FBgn0033863",0.990039813798168,2.45184196333349e-06,-5.61050752626786
"FBgn0032563","FBgn0033864",0.991311116989577,1.62928626420964e-06,-5.78800260381657
"FBgn0002865","FBgn0033868",0.993706045761043,6.20380899824028e-07,-6.20734158163329
"FBgn0033330","FBgn0033868",0.992399004188918,1.09162226916448e-06,-5.96192761327642
"FBgn0032457","FBgn0033969",0.996623318464142,9.60085281494666e-08,-7.01769018817133
"FBgn0032869","FBgn0033969",0.993381551834981,7.2119093163507e-07,-6.14194974280045
"FBgn0033285","FBgn0033969",0.99230271497928,1.13355387075806e-06,-5.94555783573418
"FBgn0033322","FBgn0033969",0.990556482409576,2.09054897018894e-06,-5.67973965483744
"FBgn0032424","FBgn0034105",0.992574264152646,1.01797387378478e-06,-5.99226336798816
"FBgn0032969","FBgn0034105",0.994410635528235,4.34715317676549e-07,-6.36179505669162
"FBgn0033864","FBgn0034105",0.995596915076089,2.12704124715099e-07,-6.6722240882654
"FBgn0032554","FBgn0034122",0.993585089943864,6.56779977091966e-07,-6.18258009579577
"FBgn0032650","FBgn0034129",0.992699967083813,9.67238663804631e-07,-6.01446635157926
"FBgn0002865","FBgn0034132",0.99053580552235,2.10427829150503e-06,-5.67689682513012
"FBgn0032457","FBgn0034132",0.991433723993448,1.5614273899125e-06,-5.8064782066906
"FBgn0032457","FBgn0034144",0.990776294199463,1.94826093700577e-06,-5.71035287707111
