"gene1","gene2","cor","p.adj","log10padj"
"FBgn0000536","FBgn0001235",0.990478550648531,2.14260779456596e-06,-5.66905731950627
"FBgn0000299","FBgn0002526",0.995255640915333,2.66027199921635e-07,-6.57507395670744
"FBgn0002526","FBgn0032856",-0.992703152232817,9.65975453444538e-07,-6.01503390937025
"FBgn0031979","FBgn0033190",0.994348481505738,4.4935836204142e-07,-6.34740717217818
"FBgn0031977","FBgn0033936",-0.991288799425918,1.64184553242227e-06,-5.78466770444694
"FBgn0033357","FBgn0034245",0.992815836581158,9.21988785105192e-07,-6.03527436158905
"FBgn0002579","FBgn0034399",0.990350376227147,2.23009184412334e-06,-5.65167725059552
"FBgn0000319","FBgn0034535",-0.990106244282022,2.40323015166519e-06,-5.6192046358495
"FBgn0033936","FBgn0034614",-0.990208643872063,2.3295595896999e-06,-5.63272617590181
"FBgn0033693","FBgn0034646",-0.990124755805995,2.38979911476268e-06,-5.6216386040798
"FBgn0000092","FBgn0034786",-0.992119077990568,1.21646766884151e-06,-5.91489942921596
"FBgn0033687","FBgn0034800",0.991399043883318,1.58042710287192e-06,-5.80122553117562
"FBgn0001281","FBgn0034928",0.990018497065222,2.46757834388393e-06,-5.60772904989385
"FBgn0033690","FBgn0034928",0.990931069839741,1.85203651036081e-06,-5.73235045604937
"FBgn0034010","FBgn0034989",-0.993414010026091,7.10649629763386e-07,-6.14834446588732
"FBgn0034928","FBgn0035031",0.993991934698849,5.39740403326188e-07,-6.26781507075294
"FBgn0034010","FBgn0035155",0.99184513456316,1.34750504248597e-06,-5.87046960096888
"FBgn0033708","FBgn0035356",0.995915348884785,1.69853110363524e-07,-6.76992649588641
"FBgn0033358","FBgn0035603",0.990420737167255,2.18177956619673e-06,-5.66118913001733
"FBgn0035206","FBgn0035829",0.99407866733211,5.16734774287237e-07,-6.28673231110213
"FBgn0031979","FBgn0035880",-0.992262552433867,1.15135565746144e-06,-5.93879050068482
"FBgn0033190","FBgn0035880",-0.992791440426372,9.31396367258114e-07,-6.03086546028651
"FBgn0033690","FBgn0035880",-0.9901115475541,2.3993772456369e-06,-5.61990146407131
"FBgn0034928","FBgn0035880",-0.990229658676601,2.31462883787536e-06,-5.63551864032034
"FBgn0035031","FBgn0035880",-0.990902115746074,1.86979129088994e-06,-5.72820686740649
"FBgn0034069","FBgn0035918",-0.99292342150856,8.81256117737696e-07,-6.05489785508934
"FBgn0033836","FBgn0035977",0.991377655276763,1.59222130837771e-06,-5.79799656830225
"FBgn0036056","FBgn0036057",1,2.2250738585072e-308,-307.652655568589
"FBgn0001281","FBgn0036118",0.999774001392589,2.88525154651593e-11,-10.5398163175164
"FBgn0034928","FBgn0036118",0.991045318996777,1.78307274184739e-06,-5.7488309390801
"FBgn0032730","FBgn0036567",0.993596036052257,6.53428989455753e-07,-6.18480160190621
"FBgn0001281","FBgn0036629",0.992565106706848,1.02173759217796e-06,-5.99066062758883
"FBgn0032483","FBgn0036629",0.990369475740815,2.21690782892204e-06,-5.65425236291739
"FBgn0034928","FBgn0036629",0.991147365306818,1.72293810113655e-06,-5.76373032488379
"FBgn0036118","FBgn0036629",0.992212493017099,1.1738033369992e-06,-5.93040466016724
"FBgn0033936","FBgn0036667",-0.992573497532362,1.01828860098005e-06,-5.99212911782445
"FBgn0001989","FBgn0036728",0.994082765529295,5.15664197311869e-07,-6.28763302071596
"FBgn0032483","FBgn0037019",0.991070711799665,1.76798070472294e-06,-5.75252247907299
"FBgn0033340","FBgn0037019",0.990881377510228,1.88257741054543e-06,-5.72524715681039
"FBgn0034646","FBgn0037115",0.990078185578158,2.42368370263119e-06,-5.61552405742855
"FBgn0036446","FBgn0037115",-0.994806343895426,3.48872193799815e-07,-6.45733364379506
"FBgn0034199","FBgn0037222",0.990266775679554,2.28841339396446e-06,-5.64046551899594
"FBgn0002526","FBgn0037228",0.990204187311677,2.33273412865127e-06,-5.63213475672253
"FBgn0033367","FBgn0037228",0.992763792833508,9.42134724994547e-07,-6.02588698878034
"FBgn0036587","FBgn0037228",0.997061518437251,6.32923617691278e-08,-7.19864869822398
"FBgn0033104","FBgn0037292",0.994359528644822,4.46732108221962e-07,-6.34995283212075
"FBgn0035138","FBgn0037299",0.993868443030915,5.7365791476792e-07,-6.2413470100696
"FBgn0033133","FBgn0037489",-0.990605481672348,2.05825192956836e-06,-5.68650146877421
"FBgn0035031","FBgn0037897",-0.994003297166552,5.36688499155506e-07,-6.27027771122837
"FBgn0034957","FBgn0037970",0.991516261123374,1.51682139633707e-06,-5.81906555378925
"FBgn0038034","FBgn0038037",0.990814299692699,1.92433213103064e-06,-5.71571996856362
"FBgn0034800","FBgn0038045",0.994629905451702,3.85598208608783e-07,-6.41386499238624
"FBgn0036463","FBgn0038045",0.991200124012801,1.69238410875341e-06,-5.77150106128515
"FBgn0035143","FBgn0038145",0.993300456030381,7.47981731053179e-07,-6.12610900935437
"FBgn0031977","FBgn0038148",0.990020632610343,2.4659988291801e-06,-5.60800713393686
"FBgn0033936","FBgn0038148",-0.994527357334048,4.08081607753794e-07,-6.38925297844662
"FBgn0037379","FBgn0038274",0.992654736310674,9.85295720658862e-07,-6.00643340343607
"FBgn0038589","FBgn0038590",0.995907467395882,1.70837211456344e-07,-6.76741752609447
"FBgn0000351","FBgn0038976",0.990384048837284,2.20688324846007e-06,-5.65622064186813
"FBgn0031886","FBgn0038976",0.99408219370622,5.15813486621375e-07,-6.28750730684975
"FBgn0000299","FBgn0039028",-0.995087806373676,2.9523310880175e-07,-6.5298349403327
"FBgn0002526","FBgn0039028",-0.991724216117608,1.40821162344222e-06,-5.85133207531674
"FBgn0031886","FBgn0039218",0.99155936184575,1.49386893582417e-06,-5.8256875035549
"FBgn0032014","FBgn0039218",0.992463645642573,1.06405958986983e-06,-5.97303404983517
"FBgn0038976","FBgn0039218",0.990320851311648,2.25057474439766e-06,-5.64770655902392
"FBgn0000120","FBgn0039298",-0.993993885491448,5.39215610537928e-07,-6.26823754326735
"FBgn0031980","FBgn0039300",0.991920013041346,1.31080002184785e-06,-5.88246356005103
"FBgn0034743","FBgn0039300",0.991365729831744,1.59882264404161e-06,-5.79619970947831
"FBgn0034442","FBgn0039302",-0.990640697763358,2.03524596130131e-06,-5.69138309838911
"FBgn0036007","FBgn0003082",-0.99296711091006,8.65062990083994e-07,-6.06295226796884
"FBgn0033836","FBgn0003091",-0.992414656626435,1.0849051098946e-06,-5.96460824527288
"FBgn0034743","FBgn0003091",-0.990106380630855,2.40313104071646e-06,-5.61922254683721
"FBgn0036587","FBgn0003137",0.992526659303835,1.03764056445689e-06,-5.98395305872868
"FBgn0037228","FBgn0003137",0.990681929159504,2.00852842830965e-06,-5.69712201697157
"FBgn0039326","FBgn0003137",0.993088537104097,8.2109993303629e-07,-6.08560398328852
"FBgn0031986","FBgn0003391",-0.991371217188343,1.59578285853186e-06,-5.79702620431182
"FBgn0038968","FBgn0003459",0.993824047473981,5.86189509406741e-07,-6.2319619580701
"FBgn0001281","FBgn0003687",0.991204392974091,1.68992772257826e-06,-5.77213186956188
"FBgn0034614","FBgn0003687",0.991009993888991,1.80421014804118e-06,-5.74371287875678
"FBgn0034928","FBgn0003687",0.993098296856529,8.17632389462011e-07,-6.08744191284781
"FBgn0035138","FBgn0003687",0.990124646051631,2.38987859957689e-06,-5.62162415966816
"FBgn0036118","FBgn0003687",0.993576027471802,6.59562956971327e-07,-6.18074374361985
"FBgn0038976","FBgn0003861",-0.994243668092812,4.74788992539039e-07,-6.32349935824097
"FBgn0035519","FBgn0003891",0.991845101553067,1.34752137279848e-06,-5.87046433781853
"FBgn0032733","FBgn0004861",-0.99053926311452,2.10197830959597e-06,-5.67737176978798
"FBgn0036488","FBgn0005198",-0.997076619510928,6.23222820600096e-08,-7.20535665244839
"FBgn0036461","FBgn0005674",0.992679168768498,9.75514180238978e-07,-6.0107664132456
"FBgn0039298","FBgn0005674",0.992558873853475,1.02430458925204e-06,-5.98957088148351
"FBgn0035076","FBgn0039594",0.99680987083343,8.09701865437873e-08,-7.09167486016998
"FBgn0039326","FBgn0039594",0.991362291296464,1.60072942266773e-06,-5.79568207231141
"FBgn0003137","FBgn0039594",0.995089314956232,2.94961519735306e-07,-6.53023463777325
"FBgn0035099","FBgn0039611",0.996181526410555,1.38792114977389e-07,-6.85763520620884
"FBgn0033225","FBgn0039612",0.990658823902593,2.02347147771248e-06,-5.69390291292271
"FBgn0034928","FBgn0039650",0.991576213572383,1.48495808712158e-06,-5.82828580411694
"FBgn0035031","FBgn0039650",0.997009980039061,6.66788114198399e-08,-7.17601215027183
"FBgn0035880","FBgn0039650",-0.992228006604539,1.16681587183751e-06,-5.93299767193583
"FBgn0037897","FBgn0039650",-0.99666268282193,9.26925417424022e-08,-7.03295520879431
"FBgn0003687","FBgn0039687",0.995051355131886,3.01846121441177e-07,-6.52021440022302
"FBgn0039748","FBgn0039749",0.997793045343276,2.68287915351285e-08,-7.57139888906661
"FBgn0000092","FBgn0039769",0.992972320212019,8.631455225661e-07,-6.06391597795854
"FBgn0037156","FBgn0039769",0.992020400556117,1.26264285391339e-06,-5.89871947486747
"FBgn0035281","FBgn0039805",0.997580683755914,3.53369919384967e-08,-7.4517704225744
"FBgn0039687","FBgn0039809",0.993646214699319,6.38213153517568e-07,-6.19503424927878
"FBgn0034975","FBgn0039863",0.991199671522606,1.69264461347711e-06,-5.7714342164968
"FBgn0037970","FBgn0039944",-0.99287388243524,8.99859971121508e-07,-6.04582506667252
"FBgn0037970","FBgn0039945",-0.992265724419271,1.14994297786392e-06,-5.93932369444033
"FBgn0039944","FBgn0039945",0.999983840486055,1.05492024312697e-14,-13.9767803738063
"FBgn0035977","FBgn0040007",0.990447410625513,2.1636482006818e-06,-5.66481335212508
"FBgn0000299","FBgn0040102",0.990116780579678,2.39557940341879e-06,-5.62058942952505
"FBgn0002526","FBgn0040102",0.992877763030846,8.98393310669462e-07,-6.04653349044
"FBgn0033367","FBgn0040102",0.993425088641078,7.07075292373133e-07,-6.1505343382241
"FBgn0036587","FBgn0040102",0.992807995106552,9.25005664742623e-07,-6.03385560762969
"FBgn0037228","FBgn0040102",0.998449417357151,9.30935451042032e-09,-8.03108043097152
"FBgn0034965","FBgn0040319",-0.990024512797333,2.46313064470001e-06,-5.60851255252648
"FBgn0036629","FBgn0040347",0.990366360346509,2.21905477611095e-06,-5.65383197732224
"FBgn0033693","FBgn0040551",-0.990381294078419,2.20877588374774e-06,-5.65584834813467
"FBgn0034646","FBgn0040551",0.993664440066712,6.32745557117648e-07,-6.19877089559849
"FBgn0039664","FBgn0040623",0.998187291428062,1.48707663366751e-08,-7.82766665036079
"FBgn0039805","FBgn0040637",0.991483158034391,1.53460821821791e-06,-5.81400248037148
"FBgn0039205","FBgn0040751",0.994909235697587,3.28571077465508e-07,-6.48337066807671
"FBgn0039609","FBgn0040751",-0.993212011295258,7.77946483126898e-07,-6.1090502781801
"FBgn0034645","FBgn0040773",0.993579800721053,6.58403284288057e-07,-6.18150801141574
"FBgn0033481","FBgn0040775",0.991621593144112,1.46113827008241e-06,-5.83530868407091
"FBgn0001989","FBgn0040793",0.993254918301457,7.63311913622308e-07,-6.1172979591826
"FBgn0039748","FBgn0040877",0.990125171235683,2.38949827383873e-06,-5.62169327887518
"FBgn0032014","FBgn0040890",0.99199246253124,1.2759247560669e-06,-5.89417493610739
"FBgn0033739","FBgn0040890",-0.99487409861163,3.35412804047539e-07,-6.47442036265702
"FBgn0033687","FBgn0040899",0.992958170243101,8.68360522152519e-07,-6.06129992888533
"FBgn0039650","FBgn0040899",0.991060296624501,1.77416057120189e-06,-5.75100707670771
"FBgn0035323","FBgn0040907",0.990609293429292,2.055753480461e-06,-5.68702896579276
"FBgn0034989","FBgn0040923",-0.99097945312701,1.82261854074861e-06,-5.73930421614095
"FBgn0003277","FBgn0040923",-0.990304872793351,2.26171182955933e-06,-5.64556273044716
"FBgn0039650","FBgn0040931",0.993821416537705,5.86937812568563e-07,-6.2314079108291
"FBgn0004859","FBgn0041707",-0.996035774239629,1.55282680446791e-07,-6.80887698088345
"FBgn0035255","FBgn0042119",0.996236074270508,1.32934083929536e-07,-6.87636365288194
"FBgn0034924","FBgn0042131",0.993189086533522,7.85841557261999e-07,-6.10466500834128
